58 1730377146 4630,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377147 4630,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377148 4630,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377149 4630,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377150 4630,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377151 4000,800000 -1,000000 -101,000000 0,000000 0,000000
58 1730377152 4000,800000 -1,000000 -101,000000 0,000000 0,000000
58 1730377153 4000,800000 -1,000000 -101,000000 0,000000 0,000000
58 1730377154 4000,800000 -1,000000 -101,000000 0,000000 0,000000
58 1730377155 4000,800000 -1,000000 -101,000000 0,000000 0,000000
58 1730377161 6091,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377162 6091,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377163 6091,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377164 6091,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377165 6091,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377166 556,600000 -1,000000 -101,000000 0,000000 0,000000
58 1730377167 556,600000 -1,000000 -101,000000 0,000000 0,000000
58 1730377168 556,600000 -1,000000 -101,000000 0,000000 0,000000
58 1730377169 556,600000 -1,000000 -101,000000 0,000000 0,000000
58 1730377170 556,600000 -1,000000 -101,000000 0,000000 0,000000
58 1730377171 2035,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377172 2035,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377173 2035,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377174 2035,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377175 2035,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377176 543,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377177 543,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377178 543,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377179 543,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377180 543,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377181 5259,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377182 5259,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377183 5259,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377184 5259,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377185 5259,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377186 19215,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377187 19215,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377188 19215,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377189 19215,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377190 19215,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377191 556,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377192 556,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377193 556,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377194 556,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377195 556,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377201 4630,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377202 4630,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377203 4630,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377204 4630,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377205 4630,200000 -1,000000 -101,000000 0,000000 0,000000
58 1730377206 17650,600000 -1,000000 -101,000000 0,000000 0,000000
58 1730377207 17650,600000 -1,000000 -101,000000 0,000000 0,000000
58 1730377208 17650,600000 -1,000000 -101,000000 0,000000 0,000000
58 1730377209 17650,600000 -1,000000 -101,000000 0,000000 0,000000
58 1730377210 17650,600000 -1,000000 -101,000000 0,000000 0,000000
58 1730377211 11416,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377212 11416,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377213 11416,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377214 11416,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377215 11416,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377216 9190,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377217 9190,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377218 9190,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377219 9190,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377220 9190,000000 -1,000000 -101,000000 0,000000 0,000000
58 1730377221 1477,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377222 1477,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377223 1477,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377224 1477,400000 -1,000000 -101,000000 0,000000 0,000000
58 1730377225 1477,400000 -1,000000 -101,000000 0,000000 0,000000
